,Publisher,Published,Total Citations,Average Citations,Top 3 Papers
1072,Wageningen Academic Publishers,2,29.0,14.5,"1. A synbiotic mixture of scGOS/lcFOS and Bifidobacterium breve M-16V increases faecal Bifidobacterium in healthy young children (20.0 cites)
2. Limosilactobacillus reuteri ATCC 6475 metabolites upregulate the serotonin transporter in the intestinal epithelium (9.0 cites)"
45,American Academy of Ophthalmology,3,29.0,9.666666666666666,"1. Treatment Outcomes Using the PAUL Glaucoma Implant to Control Intraocular Pressure in Eyes with Refractory Glaucoma (21.0 cites)
2. Earlier Detection of Glaucoma Progression Using High-Density 3-Dimensional Spectral-Domain OCT Optic Nerve Volume Scans (7.0 cites)
3. Comparison of Anterior Segment Parameters among Koreans, Chinese, and White Persons (1.0 cites)"
271,Department of Radiation Oncology,4,28.0,7.0,"1. The effect of deep inspiration breath-hold technique on left anterior descending coronary artery and heart dose in left breast irradiation (12.0 cites)
2. An effective patient training for deep inspiration breath hold technique of left-sided breast on computed tomography simulation procedure at King Chulalongkorn Memorial Hospital (10.0 cites)
3. Impact of testicular shielding in liposarcoma to scrotum by using radio-photoluminescence glass dosimeter (Rplgd): A case report (4.0 cites)"
827,Professional Medical Publications,3,28.0,9.333333333333334,"1. Determinants of severe acute malnutrition among children under five years in a rural remote setting: A hospital based study from district Tharparkar-Sindh, Pakistan (19.0 cites)
2. Effectiveness of self-empowerment-affirmation-relaxation(Self-EAR) program for postpartum blues mothers: A randomize controlled trial (8.0 cites)
3. Effectiveness of case based cultural competency among nurses working in private hospitals of Bangkok, Thailand: A quasi-experimental study (1.0 cites)"
666,Korean Society of Veterinary Science,5,28.0,5.6,"1. Colistin resistance and plasmid-mediated mcr genes in Escherichia coli and Salmonella isolated from pigs, pig carcass and pork in Thailand, Lao PDR and Cambodia border provinces (13.0 cites)
2. Comparative characteristic study from bone marrow-derived mesenchymal stem cells (12.0 cites)
3. Investigation of chlamydophilosis from naturally infected cats (2.0 cites)"
423,Higher Education Press,4,28.0,7.0,"1. Anaerobic biodegradation of trimethoprim with sulfate as an electron acceptor (20.0 cites)
2. Investigation of Generalized SIFs of cracks in 3D piezoelectric media under various crack-face conditions (3.0 cites)
3. Scaled boundary finite element method with exact defining curves for two-dimensional linear multi-field media (3.0 cites)"
467,Insight Society,3,28.0,9.333333333333334,"1. Success factors for public-private partnership infrastructure projects in Vietnam (21.0 cites)
2. Bond behavior between embedded through-section bars and concrete (7.0 cites)
3. Using Phylogeny Approach on Ethnobotanical Bioprospecting for Leading Antimalarial Plant-Based Drug Discovery (0.0 cites)"
1062,Urban und Vogel GmbH,1,28.0,28.0,1. A randomized phase III study between sequential versus simultaneous integrated boost intensity-modulated radiation therapy in nasopharyngeal carcinoma Eine randomisierte Phase-III-Studie für den Vergleich zwischen intensitätsmodulierter Strahlentherapie mit sequenziell oder mit simultan integriertem Boost bei Nasopharynxkarzinom (28.0 cites)
733,Multimed Inc.,4,27.0,6.75,"1. The association of functional status with mortality and dialysis modality change: results from the peritoneal dialysis outcomes and practice patterns study (PDOPPS) (18.0 cites)
2. Intraperitoneal cefazolin and ceftazidime during short-dwell exchange in peritoneal dialysis patients with peritonitis (5.0 cites)
3. The culture from peritoneal dialysis catheter enhances yield of microorganism identification in peritoneal dialysis-related peritonitis (3.0 cites)"
764,"Nihon University, School of Dentistry",5,27.0,5.4,"1. Prolonged release of iloprost enhances pulpal blood flow and dentin bridge formation in a rat model of mechanical tooth pulp exposure (8.0 cites)
2. Differential dendritic cell responses to cell wall mannan of Candida albicans, Candida parapsilosis, and Candida dubliniensis (6.0 cites)
3. Guidelines for innovation in dental education during the coronavirus disease 2019 pandemic (6.0 cites)"
229,Chinese Society of Rare Earths,1,27.0,27.0,1. Effect of synthesis time on morphology of CeO2 nanoparticles and Au/CeO2 and their activity in oxidative steam reforming of methanol (27.0 cites)
219,Chiang Mai University - Faculty of Veterinary Medicine,15,27.0,1.8,"1. Histopathology of kidney and liver in the captive broodstock (Rastrelliger brachysoma) during its juvenile stage (8.0 cites)
2. Pathological microscopy in liver parenchyma of gray-eel catfish, plotosus canius, from ang-sila area, Chonburi Province, Thailand (5.0 cites)
3. Effects of salinity level on the activity of chloride cell and mucus secreting cell in the gill of the female shortfin molly, poecilia mexicana steindachner, 1863 (4.0 cites)"
538,International Union against Tubercul. and Lung Dis.,2,27.0,13.5,"1. Socio-economic status and risk of tuberculosis: A case-control study of HIV-infected patients in Asia (14.0 cites)
2. Detection of airborne Mycobacterium tuberculosis complex in high-risk areas of health care facilities in Thailand (13.0 cites)"
610,Korea Nano Technology Research Society,1,27.0,27.0,1. Gold nanoparticle clusters for the investigation of therapeutic efficiency against prostate cancer under near-infrared irradiation (27.0 cites)
41,Allen Press Inc.,4,26.0,6.5,"1. Temporal lobe necrosis in head and neck cancer patients after proton therapy to the skull base (19.0 cites)
2. A systematic review of proton therapy for the management of nasopharyngeal cancer (6.0 cites)
3. Masticatory function after bite-raising with light-cured orthodontic band cement in healthy adults (1.0 cites)"
920,Society for Industrial and Applied Mathematics Publications,2,25.0,12.5,"1. Intrinsic dimensionality estimation within tight localities (25.0 cites)
2. Partite saturation of complete graphs (0.0 cites)"
910,Small Business Institute,2,25.0,12.5,"1. Innovativeness in thai family SMEs: An exploratory case study (20.0 cites)
2. Small Firm Survival and Growth Strategies in a Disrupted Declining Industry (5.0 cites)"
898,"Seoul National University, Institute for Cognitive Science",2,25.0,12.5,"1. Comparison of four human papillomavirus genotyping methods: Next-generation sequencing, INNO-LiPA, electrochemical DNA Chip, and nested-PCR (25.0 cites)
2. ABO Blood Group, Socioeconomic Status, and Cognitive Function: Evidence from College Students for Better Visual Recognition Associated with the Type O Phenotype (0.0 cites)"
231,Chongqing University,2,25.0,12.5,"1. A novel mutation in COL1A2 leads to osteogenesis imperfecta/Ehlers-Danlos overlap syndrome with brachydactyly (20.0 cites)
2. Decreased osteogenic activity and mineralization of alveolar bone cells from a patient with amelogenesis imperfecta and FAM83H 1261G>T mutation (5.0 cites)"
295,Ecological Society of America,2,25.0,12.5,"1. Litter removal in a tropical rain forest reduces fine root biomass and production but litter addition has few effects (25.0 cites)
2. Function of an extraordinary display in sarcastic fringeheads (Neoclinus blanchardi) with comments on its evolution (0.0 cites)"
226,Chinese Medical Multimedia Press Co Ltd,3,25.0,8.333333333333334,"1. Plant-produced recombinant SARS-CoV-2 receptor-binding domain; an economical, scalable biomaterial source for COVID-19 diagnosis (14.0 cites)
2. Hyaluronic acid-based hydrogels with tobacco mosaic virus containing cell adhesive peptide induce bone repair in normal and osteoporotic rats (10.0 cites)
3. Development of personal protective equipment for the COVID-19 pandemic in Thailand and technical aspects of testing gown materials (1.0 cites)"
441,INFORMS Inst.for Operations Res.and the Management Sciences,4,24.0,6.0,"1. Air traffic control capacity planning under demand and capacity provision uncertainty (16.0 cites)
2. Single observation adaptive search for continuous simulation optimization (6.0 cites)
3. Cross-Border Capacity Planning in Air Traffic Management Under Uncertainty (1.0 cites)"
499,International Association of Computer Science and Information Technology,5,24.0,4.8,"1. Extraction of Trend Keywords and stop words from Thai Facebook pages using character n-Grams (9.0 cites)
2. Application of artificial intelligent in the prediction of consumer behavior from facebook posts analysis (9.0 cites)
3. Application of Kansei engineering and data mining in developing an ingenious product co-design system (6.0 cites)"
644,Korean Society of Anesthesiologists,2,24.0,12.0,"1. Optimal location of local anesthetic injection in the interspace between the popliteal artery and posterior capsule of the knee (iPACK) for posterior knee pain after total knee arthroplasty: An anatomical and clinical study (21.0 cites)
2. The analgesic efficacy of anterior femoral cutaneous nerve block in combination with femoral triangle block in total knee arthroplasty: a randomized controlled trial (3.0 cites)"
43,Allied Business Academies,14,23.0,1.6428571428571428,"1. University business incubators best practice: Factors affecting Thailand UBI performance (5.0 cites)
2. Factors Affecting the Effectiveness of Innovative Tools for Food Safety Management: A Case Study of Hotel Industries in Thailand (3.0 cites)
3. SUCCESS FACTORS IN PROJECT FUNDRAISING UNDER REWARD-BASED CROWDFUNDING PLATFORM (3.0 cites)"
354,F1000 Research Ltd,15,23.0,1.5333333333333334,"1. Stress and associated risk factors among the elderly: A cross-sectional study from rural area of Thailand (9.0 cites)
2. Stress and associated risk factors among the elderly: A cross-sectional study from rural Thailand [version 1; peer review: 2 approved with reservations] (4.0 cites)
3. Factors influencing quality of life (QOL) amongst elderly caregivers of people living with HIV/AIDS in Phayao province, Thailand: A cross-sectional study [version 1; peer review: 2 approved] (2.0 cites)"
781,Page Press Publications,6,23.0,3.8333333333333335,"1. Primary care management of allergic rhinitis: A cross-sectional study in four ASEAN countries (8.0 cites)
2. Factors associated with erythropoiesis-stimulating agent hyporesponsiveness anemia in chronic kidney disease patients (6.0 cites)
3. Association between climate variables and dengue incidence in Nakhon Si Thammarat Province, Thailand (6.0 cites)"
813,Polish Society of Ecological Engineering (PTIE),2,23.0,11.5,"1. Water Quality Classification by Integration of Attribute-Realization and Support Vector Machine for the Chao Phraya River (14.0 cites)
2. Forecasting economic, social and environmental growth in the sanitary and service sector based on Thailand's sustainable development policy (9.0 cites)"
838,Radcliffe Medical Media,5,23.0,4.6,"1. Direct oral anticoagulants in asian patients with atrial fibrillation: Consensus recommendations by the Asian Pacific Society of Cardiology on strategies for thrombotic and bleeding risk management (13.0 cites)
2. 2020 Asian Pacific Society of Cardiology Consensus Recommendations on Antithrombotic Management for High-risk Chronic Coronary Syndrome (4.0 cites)
3. 2021 Asian Pacific Society of Cardiology Consensus Recommendations on the Use of P2Y12 Receptor Antagonists in the Asia-Pacific Region: Special Populations (3.0 cites)"
51,American Association for Respiratory Care,2,23.0,11.5,"1. Mechanical insufflation-exsufflation versus conventional chest physiotherapy in children with cerebral palsy (16.0 cites)
2. Which body position is the best for chest wall motion in healthy adults? A meta-analysis (7.0 cites)"
935,Spring Media,6,23.0,3.8333333333333335,"1. Efficacy and safety of EUS biliary drainage in malignant distal and hilar biliary obstruction: A comprehensive review of literature and algorithm (16.0 cites)
2. Application of artificial intelligence for diagnosis of pancreatic ductal adenocarcinoma by EUS: A systematic review and meta-analysis (6.0 cites)
3. Difficult pyloric intubation during EUS: Forward viewing echoendoscope to the rescue (with videos) (1.0 cites)"
